Date,Category,Region,Sales,Quantity,Profit,Rating
2025-12-07,Electronics,East,79.32,4,18.16,5
2025-12-07,Electronics,North,179.1,1,19.46,4
2025-12-07,Home & Kitchen,East,139.15,3,-1.64,5
2025-12-07,Home & Kitchen,South,84.99,4,20.55,5
2025-12-08,Books,North,307.06,4,88.59,5
2025-12-08,Home & Kitchen,West,174.17,2,43.14,4
2025-12-08,Home & Kitchen,South,442.31,2,129.2,4
2025-12-09,Apparel,South,75.22,2,24.56,5
2025-12-09,Books,West,297.69,4,58.89,5
2025-12-09,Home & Kitchen,South,43.59,1,0.0,3
2025-12-09,Beauty,South,273.01,3,77.23,4
2025-12-09,Apparel,North,70.13,5,16.91,4
2025-12-09,Beauty,West,407.67,2,69.82,4
2025-12-09,Apparel,North,102.04,2,11.6,3
2025-12-11,Books,West,10.44,5,1.43,3
2025-12-11,Electronics,North,174.11,1,39.0,4
2025-12-11,Books,South,201.87,4,31.11,4
2025-12-12,Books,West,130.44,1,37.27,3
2025-12-12,Home & Kitchen,East,17.07,2,-16.93,3
2025-12-12,Home & Kitchen,South,106.45,3,30.82,5
2025-12-13,Books,East,123.6,1,21.99,4
2025-12-13,Electronics,East,122.37,3,13.63,5
2025-12-14,Electronics,West,19.24,3,-13.4,5
2025-12-14,Beauty,South,31.15,2,6.61,5
2025-12-15,Apparel,North,99.63,3,12.0,3
2025-12-15,Electronics,South,194.49,3,11.72,3
2025-12-15,Apparel,West,220.26,1,43.83,4
2025-12-15,Electronics,South,66.73,3,15.47,3
2025-12-16,Books,North,70.16,3,21.5,4
2025-12-18,Apparel,South,42.69,1,16.19,3
2025-12-18,Books,East,56.52,2,-10.26,5
2025-12-18,Books,South,55.84,3,3.75,4
2025-12-19,Electronics,South,241.95,1,59.74,5
2025-12-19,Apparel,West,133.59,5,10.42,4
2025-12-19,Home & Kitchen,North,92.33,3,16.85,4
2025-12-19,Books,West,103.35,3,19.37,4
2025-12-20,Home & Kitchen,South,190.25,2,68.27,5
2025-12-20,Beauty,North,28.98,2,2.21,5
2025-12-20,Books,East,303.8,5,62.69,5
2025-12-21,Books,South,63.61,2,-38.76,3
2025-12-22,Beauty,West,58.49,3,16.68,3
2025-12-22,Books,North,521.93,4,49.78,5
2025-12-23,Beauty,East,107.59,4,32.89,5
2025-12-23,Beauty,East,129.39,1,15.74,3
2025-12-24,Electronics,North,33.29,3,-4.98,3
2025-12-24,Books,North,501.75,1,107.82,5
2025-12-24,Electronics,East,67.78,3,5.59,4
2025-12-25,Electronics,South,366.89,2,112.87,3
2025-12-25,Home & Kitchen,South,220.43,2,75.3,3
2025-12-25,Electronics,North,37.02,5,9.47,4
2025-12-29,Electronics,South,203.57,3,53.21,3
2025-12-29,Electronics,South,202.63,5,1.73,4
2025-12-29,Apparel,East,365.58,5,-0.02,3
2025-12-30,Books,North,10.43,4,-15.57,5
2025-12-30,Beauty,North,223.09,4,63.93,5
2025-12-31,Beauty,North,146.74,2,32.23,5
2025-12-31,Books,West,86.86,3,14.12,5
2025-12-31,Books,South,358.78,2,27.95,5
2026-01-01,Beauty,East,14.69,5,-7.24,4
2026-01-01,Electronics,North,113.15,2,31.16,3
2026-01-01,Beauty,West,59.85,4,13.35,3
2026-01-01,Home & Kitchen,East,99.71,1,17.18,3
2026-01-01,Apparel,West,312.54,2,35.83,4
2026-01-02,Books,South,127.96,2,9.05,3
2026-01-02,Home & Kitchen,East,152.58,3,49.95,4
2026-01-03,Books,East,72.41,4,11.29,4
2026-01-03,Electronics,North,275.58,5,93.5,3
2026-01-03,Beauty,West,54.26,4,12.36,3
2026-01-03,Apparel,West,86.4,3,10.62,4
2026-01-03,Home & Kitchen,West,159.99,4,21.48,5
2026-01-03,Books,South,70.84,3,2.79,5
2026-01-04,Home & Kitchen,East,69.14,2,18.11,5
2026-01-04,Apparel,West,518.29,2,150.79,4
2026-01-04,Home & Kitchen,West,525.16,4,37.47,4
2026-01-04,Home & Kitchen,West,102.47,1,15.49,4
2026-01-04,Electronics,West,58.35,2,-2.61,4
2026-01-06,Home & Kitchen,East,288.92,1,30.38,5
2026-01-06,Beauty,North,195.36,2,27.61,5
2026-01-06,Books,East,330.89,1,116.43,4
2026-01-06,Beauty,West,48.57,5,-0.21,4
2026-01-06,Books,West,29.52,2,1.0,4
2026-01-06,Electronics,North,325.13,4,49.84,4
2026-01-06,Beauty,West,34.47,2,1.08,4
2026-01-07,Beauty,South,100.76,3,15.82,4
2026-01-08,Home & Kitchen,East,16.84,5,-34.51,5
2026-01-08,Books,East,196.14,1,72.71,5
2026-01-08,Electronics,East,24.65,2,-9.54,3
2026-01-09,Home & Kitchen,East,33.53,2,-47.31,4
2026-01-09,Electronics,South,68.09,3,6.65,3
2026-01-09,Beauty,East,39.8,3,-10.8,5
2026-01-09,Home & Kitchen,North,90.71,1,14.55,5
2026-01-09,Beauty,West,18.92,4,-28.34,3
2026-01-10,Books,South,136.82,4,5.76,5
2026-01-10,Apparel,West,89.85,2,-12.8,4
2026-01-10,Books,West,424.91,2,91.4,3
2026-01-10,Electronics,South,181.95,4,31.85,3
2026-01-11,Beauty,East,12.43,3,0.93,5
2026-01-11,Beauty,West,169.75,3,18.59,4
2026-01-11,Apparel,West,210.95,2,35.82,3
2026-01-11,Home & Kitchen,West,253.19,3,76.69,5
2026-01-12,Apparel,West,88.07,4,-3.49,5
2026-01-12,Books,South,309.22,5,113.26,4
2026-01-12,Apparel,South,264.48,5,35.74,3
2026-01-13,Books,North,204.6,2,34.77,5
2026-01-13,Home & Kitchen,West,200.76,1,44.54,5
2026-01-13,Apparel,East,77.81,5,-1.1,4
2026-01-13,Apparel,South,57.53,1,5.62,4
2026-01-13,Home & Kitchen,North,794.56,4,215.89,5
2026-01-14,Books,West,209.88,1,41.94,3
2026-01-14,Home & Kitchen,South,65.68,1,13.36,4
2026-01-15,Home & Kitchen,East,99.35,4,19.56,4
2026-01-15,Apparel,North,79.4,3,-41.62,4
2026-01-15,Beauty,South,127.29,2,9.47,4
2026-01-15,Beauty,West,130.47,3,-5.67,5
2026-01-15,Books,North,155.5,2,35.9,5
2026-01-16,Apparel,West,103.22,2,-1.74,3
2026-01-16,Apparel,East,134.27,4,8.71,4
2026-01-17,Beauty,East,95.77,5,33.81,4
2026-01-17,Home & Kitchen,West,595.18,1,66.9,5
2026-01-17,Apparel,West,222.5,4,39.88,3
2026-01-17,Apparel,West,14.47,3,-1.43,3
2026-01-17,Electronics,East,411.07,3,90.45,4
2026-01-19,Beauty,East,200.11,5,64.71,4
2026-01-19,Home & Kitchen,East,372.32,2,116.56,4
2026-01-19,Beauty,West,166.5,4,14.08,3
2026-01-19,Beauty,North,108.54,3,24.87,3
2026-01-19,Electronics,North,14.74,3,-10.38,3
2026-01-19,Electronics,East,181.74,3,44.93,4
2026-01-19,Electronics,North,20.64,3,-18.2,5
2026-01-19,Books,North,96.3,2,5.11,3
2026-01-20,Electronics,East,21.32,3,-1.71,3
2026-01-21,Beauty,East,268.42,1,60.31,5
2026-01-21,Books,East,298.85,1,98.73,4
2026-01-22,Electronics,North,151.1,5,-11.55,3
2026-01-22,Apparel,East,49.25,4,-2.64,3
2026-01-22,Apparel,East,231.67,5,13.38,3
2026-01-23,Apparel,West,52.54,2,-3.28,4
2026-01-23,Apparel,South,12.72,2,-0.56,5
2026-01-23,Books,North,269.71,4,9.4,3
2026-01-24,Books,South,327.41,5,71.12,3
2026-01-24,Books,South,208.97,3,39.66,4
2026-01-24,Beauty,South,278.75,4,33.03,4
2026-01-25,Beauty,South,122.07,4,16.75,5
2026-01-25,Books,East,24.98,2,-4.63,3
2026-01-25,Apparel,North,324.77,5,123.42,5
2026-01-25,Electronics,West,135.93,3,7.73,4
2026-01-25,Electronics,North,14.71,2,-1.44,5
2026-01-26,Home & Kitchen,South,46.97,4,-4.16,3
2026-01-26,Books,West,16.38,1,-13.74,3
2026-01-26,Apparel,East,65.66,3,6.22,4
2026-01-27,Beauty,South,170.13,2,19.85,5
2026-01-28,Electronics,South,78.77,1,2.4,3
2026-01-28,Electronics,South,66.07,2,-35.74,3
2026-01-28,Home & Kitchen,North,23.96,5,-2.49,4
2026-01-28,Electronics,East,409.26,2,129.04,5
2026-01-29,Home & Kitchen,West,674.25,3,139.19,3
2026-01-29,Books,West,194.9,2,23.93,5
2026-01-30,Beauty,North,593.47,1,146.06,4
2026-02-01,Apparel,North,721.03,4,99.2,3
2026-02-01,Books,South,75.42,5,8.95,5
2026-02-02,Electronics,East,550.55,5,205.23,3
2026-02-02,Apparel,North,64.03,5,-25.86,5
2026-02-02,Books,West,99.36,3,20.41,5
2026-02-02,Books,South,468.71,5,64.06,5
2026-02-02,Beauty,North,179.7,3,40.84,4
2026-02-02,Electronics,East,237.62,3,9.22,4
2026-02-04,Electronics,East,122.8,5,-46.46,3
2026-02-04,Home & Kitchen,South,101.94,2,6.96,3
2026-02-04,Beauty,South,27.29,5,-13.42,3
2026-02-04,Home & Kitchen,West,137.94,1,12.8,3
2026-02-05,Books,North,203.64,4,76.85,3
2026-02-05,Apparel,South,144.85,5,11.26,5
2026-02-05,Home & Kitchen,North,181.27,4,54.67,4
2026-02-06,Beauty,North,40.09,4,4.25,3
2026-02-06,Electronics,East,90.59,1,13.51,4
2026-02-07,Books,East,72.28,1,17.89,3
2026-02-07,Books,West,449.6,3,86.16,4
2026-02-07,Home & Kitchen,North,30.88,1,7.1,4
2026-02-07,Beauty,South,40.87,4,5.71,5
2026-02-07,Beauty,West,53.61,2,-4.0,4
2026-02-07,Home & Kitchen,East,206.54,1,60.36,5
2026-02-07,Home & Kitchen,East,133.45,3,39.02,5
2026-02-08,Electronics,North,61.37,2,7.24,4
2026-02-08,Electronics,South,66.79,3,15.58,5
2026-02-08,Books,East,69.25,4,11.79,3
2026-02-08,Electronics,West,51.24,5,-39.99,5
2026-02-08,Electronics,East,101.02,1,21.5,5
2026-02-08,Beauty,North,251.68,1,49.63,5
2026-02-09,Beauty,East,55.71,3,1.68,4
2026-02-09,Books,South,20.03,5,-3.29,5
2026-02-09,Home & Kitchen,East,297.15,5,79.56,3
2026-02-10,Beauty,South,155.67,2,26.85,4
2026-02-10,Beauty,South,301.6,1,58.96,4
2026-02-10,Home & Kitchen,North,75.61,1,17.98,3
2026-02-11,Apparel,North,24.52,1,0.57,3
2026-02-11,Books,West,47.23,4,4.92,5
2026-02-12,Home & Kitchen,East,94.68,4,-26.65,4
2026-02-12,Apparel,West,66.35,1,15.43,4
2026-02-12,Home & Kitchen,North,534.04,4,146.96,4
2026-02-13,Home & Kitchen,South,111.42,5,32.93,4
2026-02-13,Home & Kitchen,East,289.45,3,78.97,4
2026-02-14,Electronics,North,21.57,5,4.4,3
2026-02-14,Electronics,South,211.65,2,62.67,4
2026-02-14,Home & Kitchen,South,185.68,2,43.09,5
2026-02-14,Apparel,East,30.15,5,-4.45,5
2026-02-14,Beauty,South,51.0,4,5.07,4
2026-02-15,Home & Kitchen,East,609.75,5,78.83,3
2026-02-15,Beauty,East,46.52,2,-18.18,5
2026-02-16,Home & Kitchen,East,76.16,3,19.81,4
2026-02-17,Beauty,North,286.51,1,68.33,5
2026-02-17,Beauty,North,85.43,1,13.23,5
2026-02-18,Books,West,171.3,3,21.73,3
2026-02-19,Electronics,East,208.66,5,23.61,3
2026-02-19,Beauty,North,223.49,2,-2.06,4
2026-02-19,Apparel,South,85.83,3,28.63,5
2026-02-19,Electronics,South,127.31,5,20.61,3
2026-02-19,Apparel,East,11.01,3,-4.63,3
2026-02-19,Beauty,South,87.6,2,13.06,3
2026-02-20,Home & Kitchen,East,286.84,3,88.57,4
2026-02-20,Beauty,North,182.69,2,22.58,5
2026-02-22,Home & Kitchen,North,129.24,5,17.28,5
2026-02-22,Apparel,West,94.1,1,3.31,5
2026-02-23,Books,West,410.19,1,159.0,3
2026-02-23,Apparel,South,120.15,2,24.39,4
2026-02-23,Electronics,West,49.74,3,-7.57,5
2026-02-23,Beauty,North,101.32,2,-76.03,5
2026-02-23,Books,West,258.47,1,8.02,5
2026-02-24,Books,South,123.87,2,17.81,4
2026-02-25,Electronics,South,27.81,4,4.13,4
2026-02-26,Home & Kitchen,West,246.97,2,37.0,5
2026-02-26,Apparel,West,72.27,3,10.89,4
2026-02-26,Electronics,East,18.85,3,-35.8,3
2026-02-26,Beauty,West,330.73,1,85.15,4
2026-02-27,Books,West,104.71,2,-18.32,3
2026-02-27,Electronics,East,283.53,5,68.3,3
2026-02-28,Beauty,West,275.26,2,104.81,4
2026-02-28,Books,West,212.63,1,39.59,3
2026-02-28,Beauty,West,61.38,5,-13.91,5
2026-02-28,Apparel,East,13.72,5,-19.82,4
2026-03-01,Beauty,North,40.32,4,-0.84,4
2026-03-01,Home & Kitchen,North,272.95,3,45.18,4
2026-03-02,Books,North,33.86,5,-25.36,4
2026-03-02,Apparel,South,83.47,2,-28.91,5
2026-03-02,Apparel,West,134.86,4,20.42,4
2026-03-04,Beauty,North,90.29,5,21.67,5
2026-03-04,Apparel,South,208.1,4,49.96,3
2026-03-04,Books,South,17.14,1,1.9,5
2026-03-04,Beauty,South,156.14,1,1.72,5
2026-03-04,Apparel,South,60.23,1,-0.89,4
2026-03-04,Apparel,North,87.32,5,16.75,4
2026-03-05,Electronics,East,39.25,1,0.4,3
2026-03-06,Electronics,South,26.54,5,-18.23,4
2026-03-06,Beauty,South,98.08,4,-15.24,4
2026-03-07,Electronics,North,220.74,1,70.06,4
2026-03-07,Apparel,North,201.69,5,16.79,3
2026-03-07,Home & Kitchen,North,158.43,5,35.46,4
2026-03-07,Books,West,36.44,5,-23.38,4
2026-03-07,Home & Kitchen,West,146.95,2,37.62,3
2026-03-08,Beauty,East,87.69,1,11.57,4
2026-03-08,Apparel,East,80.98,4,11.62,4
2026-03-09,Electronics,East,83.24,3,11.09,5
2026-03-09,Books,East,71.64,5,7.0,3
2026-03-09,Electronics,South,178.86,1,6.67,4
2026-03-10,Electronics,South,330.55,4,97.37,3
2026-03-10,Home & Kitchen,West,211.91,4,-20.21,4
2026-03-10,Books,South,256.14,3,31.84,3
2026-03-10,Electronics,East,44.81,1,9.01,5
2026-03-10,Beauty,East,16.81,4,-3.13,3
2026-03-11,Electronics,West,327.87,3,41.43,4
2026-03-11,Home & Kitchen,West,52.02,2,9.07,5
2026-03-11,Electronics,South,51.61,5,3.06,4
2026-03-11,Apparel,West,168.19,3,56.29,4
2026-03-12,Electronics,West,1233.83,1,117.09,5
2026-03-12,Beauty,West,39.06,3,12.34,4
2026-03-12,Home & Kitchen,North,19.2,4,-0.96,3
2026-03-13,Home & Kitchen,East,184.43,2,12.79,3
2026-03-13,Beauty,South,82.33,5,7.5,4
2026-03-13,Books,South,363.65,5,120.09,5
2026-03-13,Books,West,804.19,5,91.3,4
2026-03-13,Books,West,265.73,1,77.76,3
2026-03-15,Home & Kitchen,East,122.38,5,24.48,3
2026-03-15,Electronics,East,32.43,1,-12.52,3
2026-03-15,Books,East,82.73,1,-45.38,5
2026-03-16,Books,South,24.81,4,-13.92,4
2026-03-16,Electronics,North,34.31,4,5.11,4
2026-03-16,Books,East,106.08,1,-0.96,3
2026-03-16,Beauty,East,211.5,1,56.81,4
2026-03-16,Beauty,South,34.02,3,1.16,5
2026-03-17,Beauty,West,539.74,4,170.72,5
2026-03-17,Books,West,215.48,2,82.13,3
2026-03-19,Electronics,South,410.8,5,42.89,4
2026-03-19,Apparel,South,48.21,5,-3.58,4
2026-03-20,Apparel,North,124.63,1,36.53,4
2026-03-20,Books,South,77.67,3,5.71,4
2026-03-21,Home & Kitchen,East,132.87,1,-2.06,3
2026-03-21,Beauty,West,17.32,2,-12.55,5
2026-03-21,Beauty,East,35.51,4,5.11,4
2026-03-21,Beauty,East,108.47,5,6.91,4
2026-03-22,Home & Kitchen,West,257.07,1,67.98,4
2026-03-23,Apparel,South,128.07,2,25.14,3
2026-03-25,Home & Kitchen,North,243.5,4,35.59,5
2026-03-26,Home & Kitchen,West,274.93,3,81.61,4
2026-03-27,Beauty,South,123.9,1,43.11,4
2026-03-27,Books,North,95.73,3,-39.18,4
2026-03-28,Books,North,155.94,3,4.03,3
2026-03-28,Electronics,South,433.14,3,117.34,5
2026-03-28,Books,East,24.83,4,-44.33,3
2026-03-29,Books,West,10.32,1,-19.3,3
2026-03-29,Beauty,North,63.17,3,13.1,5
2026-03-30,Apparel,West,456.6,5,34.48,3
2026-03-30,Home & Kitchen,West,27.64,4,8.17,4
2026-03-30,Beauty,West,301.87,3,82.81,3
2026-03-30,Beauty,South,94.34,2,0.82,4
2026-03-31,Apparel,South,105.16,3,24.44,3
2026-03-31,Home & Kitchen,North,72.51,1,-11.86,5
2026-03-31,Beauty,South,582.93,3,168.05,3
2026-03-31,Beauty,West,14.52,2,-9.24,3
2026-03-31,Home & Kitchen,South,314.37,1,53.41,3
2026-04-01,Home & Kitchen,South,165.66,3,20.98,5
2026-04-01,Home & Kitchen,North,248.62,2,35.04,5
2026-04-02,Books,East,185.72,2,47.88,3
2026-04-02,Electronics,East,371.42,1,115.04,5
2026-04-02,Beauty,North,351.94,1,113.91,5
2026-04-03,Electronics,East,729.5,4,94.62,3
2026-04-03,Home & Kitchen,North,41.83,3,1.95,4
2026-04-04,Apparel,West,72.42,5,-26.89,4
2026-04-04,Home & Kitchen,East,171.43,1,33.39,4
2026-04-04,Books,South,48.91,4,-0.1,4
2026-04-05,Home & Kitchen,West,94.03,3,-3.73,3
2026-04-06,Electronics,West,25.4,2,2.94,5
2026-04-06,Electronics,East,16.09,1,-0.59,3
2026-04-07,Books,East,30.88,4,4.95,4
2026-04-07,Apparel,South,546.47,1,46.32,3
2026-04-07,Apparel,West,148.68,1,40.26,5
2026-04-08,Home & Kitchen,East,21.92,2,-2.61,3
2026-04-08,Beauty,South,56.99,5,1.89,5
2026-04-08,Books,West,15.0,4,-28.89,3
2026-04-09,Books,South,63.91,4,11.81,4
2026-04-09,Apparel,North,104.27,3,-6.49,3
2026-04-10,Apparel,West,121.92,2,28.01,3
2026-04-10,Beauty,West,133.83,4,10.14,4
2026-04-10,Home & Kitchen,West,160.17,3,54.23,4
2026-04-11,Home & Kitchen,East,311.92,2,39.36,3
2026-04-11,Books,East,61.62,5,17.41,4
2026-04-11,Books,South,47.36,5,12.64,3
2026-04-12,Electronics,West,46.51,3,-10.12,4
2026-04-12,Apparel,West,51.54,1,-0.32,4
2026-04-12,Electronics,East,200.95,5,41.54,5
2026-04-13,Apparel,South,322.53,4,38.93,5
2026-04-13,Home & Kitchen,East,106.93,3,3.96,3
2026-04-13,Apparel,South,35.05,5,-43.85,4
2026-04-13,Home & Kitchen,East,138.27,3,7.4,3
2026-04-14,Apparel,East,108.63,4,-2.75,4
2026-04-14,Beauty,West,106.37,1,25.48,4
2026-04-14,Books,West,181.7,2,34.49,5
2026-04-14,Home & Kitchen,West,223.6,1,17.72,4
2026-04-15,Apparel,South,66.36,3,-12.35,3
2026-04-15,Electronics,West,219.01,2,28.02,4
2026-04-16,Apparel,East,1163.93,1,231.36,4
2026-04-16,Electronics,West,114.3,2,-15.56,4
2026-04-16,Beauty,North,33.49,3,6.49,5
2026-04-17,Apparel,South,145.02,2,18.23,4
2026-04-17,Home & Kitchen,West,296.42,3,53.96,3
2026-04-18,Electronics,West,48.48,4,-0.11,4
2026-04-18,Apparel,West,254.08,5,17.82,5
2026-04-19,Electronics,North,165.81,5,17.07,4
2026-04-19,Home & Kitchen,West,97.9,2,32.72,4
2026-04-19,Electronics,North,146.07,1,21.78,5
2026-04-20,Home & Kitchen,East,115.99,4,15.13,4
2026-04-20,Home & Kitchen,East,272.34,4,37.27,3
2026-04-21,Books,South,102.0,3,28.02,5
2026-04-21,Apparel,West,456.72,4,126.45,5
2026-04-21,Electronics,West,124.11,4,9.75,5
2026-04-22,Beauty,East,66.09,4,2.04,5
2026-04-22,Apparel,East,474.65,3,117.19,3
2026-04-22,Apparel,East,60.08,1,19.55,5
2026-04-22,Beauty,East,449.62,4,81.13,5
2026-04-23,Home & Kitchen,North,84.32,5,4.79,3
2026-04-23,Electronics,East,104.38,3,-0.96,5
2026-04-23,Electronics,South,27.61,3,-45.99,5
2026-04-24,Beauty,South,350.89,3,33.34,3
2026-04-25,Books,West,450.72,1,62.14,3
2026-04-26,Electronics,East,12.14,4,-17.68,3
2026-04-26,Electronics,North,18.04,2,-0.99,5
2026-04-26,Apparel,East,256.44,5,98.71,4
2026-04-27,Apparel,North,16.84,4,-4.15,4
2026-04-27,Apparel,North,158.5,4,24.79,5
2026-04-27,Books,North,131.34,4,-1.3,3
2026-04-27,Beauty,West,211.87,4,19.12,3
2026-04-29,Books,East,65.41,5,-18.99,4
2026-05-01,Electronics,East,73.38,5,5.97,5
2026-05-01,Beauty,West,35.68,3,-101.24,3
2026-05-01,Apparel,South,122.37,2,38.4,5
2026-05-01,Home & Kitchen,North,113.44,5,10.85,5
2026-05-02,Electronics,North,111.57,5,-23.92,5
2026-05-02,Apparel,West,226.32,1,77.01,3
2026-05-03,Apparel,East,543.85,3,80.86,5
2026-05-03,Beauty,East,34.06,4,8.99,3
2026-05-04,Apparel,South,343.12,4,59.09,4
2026-05-04,Home & Kitchen,West,32.1,1,-19.21,4
2026-05-04,Beauty,West,123.67,3,15.79,3
2026-05-04,Electronics,West,30.24,3,5.27,5
2026-05-05,Electronics,West,174.88,1,-10.06,4
2026-05-05,Books,East,41.43,2,-4.83,4
2026-05-06,Beauty,South,539.86,4,62.64,3
2026-05-06,Beauty,West,134.07,5,37.55,5
2026-05-06,Electronics,North,48.7,1,0.87,4
2026-05-06,Apparel,East,207.58,4,35.42,3
2026-05-06,Electronics,North,91.74,1,-24.69,4
2026-05-07,Electronics,East,327.11,5,23.34,3
2026-05-07,Apparel,South,245.91,1,48.55,5
2026-05-07,Beauty,East,406.05,2,124.8,4
2026-05-08,Electronics,East,37.16,3,-4.64,4
2026-05-08,Beauty,West,139.07,3,42.64,3
2026-05-08,Apparel,West,139.86,5,14.27,4
2026-05-08,Home & Kitchen,North,28.45,4,-24.66,3
2026-05-08,Books,North,349.11,4,130.53,5
2026-05-08,Books,West,149.77,3,13.81,5
2026-05-09,Apparel,South,30.69,5,-8.38,4
2026-05-10,Home & Kitchen,South,79.77,3,2.37,5
2026-05-10,Electronics,North,56.82,2,4.16,3
2026-05-11,Books,East,23.56,3,-43.48,5
2026-05-11,Apparel,North,59.78,2,-4.04,5
2026-05-12,Electronics,North,110.52,5,29.71,3
2026-05-12,Electronics,North,128.15,2,22.1,5
2026-05-12,Beauty,South,147.0,2,-0.69,4
2026-05-12,Beauty,West,109.64,2,-8.2,4
2026-05-12,Apparel,East,280.71,5,52.57,3
2026-05-12,Beauty,South,24.27,3,-15.22,5
2026-05-12,Home & Kitchen,North,81.06,5,4.43,3
2026-05-13,Apparel,South,84.6,2,8.8,3
2026-05-14,Books,West,30.82,1,11.24,4
2026-05-14,Electronics,North,270.0,2,46.37,4
2026-05-14,Electronics,North,152.7,1,40.71,5
2026-05-14,Electronics,South,36.85,1,5.08,3
2026-05-15,Books,South,308.04,2,60.69,5
2026-05-15,Apparel,South,271.05,5,58.6,3
2026-05-15,Beauty,North,88.38,5,7.41,4
2026-05-15,Home & Kitchen,North,116.22,5,5.55,5
2026-05-15,Home & Kitchen,East,11.06,3,-20.06,4
2026-05-16,Electronics,West,77.34,3,10.69,3
2026-05-16,Beauty,West,14.19,4,1.2,4
2026-05-16,Home & Kitchen,East,133.04,4,41.74,4
2026-05-16,Apparel,North,56.97,3,-23.8,4
2026-05-17,Beauty,East,76.0,3,4.81,4
2026-05-17,Electronics,North,177.05,4,51.13,5
2026-05-18,Electronics,East,885.33,2,339.7,4
2026-05-18,Apparel,West,255.02,3,76.95,5
2026-05-18,Beauty,West,324.66,2,106.89,4
2026-05-20,Apparel,East,143.84,4,4.36,5
2026-05-21,Beauty,South,202.64,3,25.28,4
2026-05-21,Apparel,South,93.66,1,15.76,5
2026-05-21,Home & Kitchen,South,37.47,5,7.19,3
2026-05-21,Home & Kitchen,North,86.47,2,21.99,4
2026-05-22,Home & Kitchen,North,94.21,1,-30.67,3
2026-05-23,Beauty,East,709.2,2,263.14,3
2026-05-23,Books,East,455.94,5,70.69,4
2026-05-23,Home & Kitchen,North,366.18,5,57.81,4
2026-05-24,Apparel,West,139.83,2,12.31,4
2026-05-24,Electronics,South,703.94,3,262.34,4
2026-05-25,Electronics,East,28.77,1,-19.95,4
2026-05-25,Books,North,26.87,1,-12.58,3
2026-05-26,Electronics,East,165.96,5,53.25,5
2026-05-26,Books,North,283.16,4,81.8,3
2026-05-26,Books,West,116.1,4,12.24,4
2026-05-26,Home & Kitchen,North,291.52,5,50.37,5
2026-05-26,Beauty,West,58.36,1,-3.62,4
2026-05-26,Books,West,280.64,1,94.41,3
2026-05-27,Apparel,South,40.28,5,-15.26,3
2026-05-27,Beauty,North,59.35,2,6.43,5
2026-05-29,Books,North,102.43,1,-27.47,3
2026-05-30,Apparel,South,312.1,4,22.64,4
2026-05-30,Books,South,156.89,1,-24.31,4
2026-05-31,Apparel,South,225.63,2,34.25,4
2026-05-31,Apparel,West,95.77,4,-0.98,4
2026-05-31,Books,North,198.31,1,50.98,3
2026-05-31,Beauty,South,96.58,4,15.12,5
2026-05-31,Apparel,South,140.2,4,10.99,3
2026-05-31,Electronics,West,44.31,1,0.77,5
